Matchup,Open,Closing Range Start,Closing Range End,Movement,Event,Date
Rob Kimmons,105.0,-110.0,-110.0,,nan,Sep 17th 2008
Dan Miller,140.0,110.0,110.0,-0.143,IFL: New Blood New Battles,
Ryan McGivern,-170.0,-140.0,-140.0,,nan,May 16th 2008
Kevin Lee,175.0,170.0,180.0,-0.004,UFC Fight Night: Strickland vs. Magomedov,
Rinat Fakhretdinov,-250.0,-220.0,-210.0,,nan,Jul 1st 2023
Kevin Lee,-400.0,-4000.0,-1587.0,-0.201,Eagle FC 46,
Kevin Lee,-130.0,-162.0,-135.0,-0.059,UFC on ESPN: Barboza vs. Chikadze,
Kevin Lee,-110.0,137.0,150.0,0.218,UFC 244: Masvidal vs. Diaz,
Gregor Gillespie,-130.0,-170.0,-164.0,,nan,Nov 2nd 2019
Kevin Lee,-135.0,-155.0,-143.0,-0.042,UFC on ESPN+ 10: Dos Anjos vs. Lee,
Kevin Lee,-275.0,-400.0,-335.0,-0.07,UFC on FOX 31: Lee vs. Iaquinta 2,
Kevin Lee,-105.0,-165.0,-161.0,-0.21,UFC Fight Night 128: Barboza vs. Lee,
Kevin Lee,145.0,235.0,245.0,0.2789999999999999,UFC 216: Ferguson vs. Lee,
Kevin Lee,-120.0,-155.0,-145.0,-0.1,UFC Fight Night 112: Chiesa vs. Lee,
Kevin Lee,-110.0,-170.0,-170.0,-0.2019999999999999,UFC Fight Night 106: Belfort vs. Gastelum,
Kevin Lee,-150.0,-145.0,-144.0,0.0139999999999999,UFC Fight Night 99: Mousasi vs. Hall 2,
Magomed Mustafaev,110.0,124.0,125.0,,nan,Nov 19th 2016
Kevin Lee,145.0,140.0,140.0,-0.021,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,
Kevin Lee,-400.0,-380.0,-360.0,0.016,UFC 197: Jones vs. Saint Preux,
Kevin Lee,-405.0,-650.0,-510.0,-0.064,UFC 194: Aldo vs. McGregor,
Leonardo Santos,285.0,395.0,475.0,,nan,Dec 12th 2015
Kevin Lee,-175.0,-315.0,-275.0,-0.174,UFC Fight Night 71: Mir vs. Duffee,
James Moontasri,135.0,235.0,285.0,,nan,Jul 15th 2015
Kevin Lee,-230.0,-160.0,-155.0,0.121,UFC Fight Night 60: Henderson vs. Thatch,
Kevin Lee,-190.0,-250.0,-240.0,-0.084,UFC 178: Johnson vs. Cariaso,
Kevin Lee,-215.0,-220.0,-215.0,-0.004,UFC: The Ultimate Fighter 19 Finale,
Kevin Lee,160.0,135.0,140.0,-0.092,UFC 169: Barao vs. Faber,
Kevin Lee,100.0,-152.0,-130.0,-0.1669999999999999,UFC on ESPN+ 28: Lee vs. Oliveira,
Vinicius Salvador,205.0,310.0,380.0,0.3339999999999999,UFC,
C.J. Vergara,-175.0,-180.0,-150.0,,nan,Jul 30th 2023
Vinicius Salvador,-105.0,-125.0,-110.0,-0.048,UFC Fight Night 222,
Vinicius Salvador,-175.0,210.0,230.0,0.51,DWCS Week 2,
Shannon Ross,150.0,-286.0,-255.0,,nan,Aug 2nd 2022
Alvin Robinson,205.0,240.0,240.0,0.103,RFA 22: Njokuani vs. Smith,
Ricky Musgrave,-285.0,-320.0,-320.0,,nan,Jan 9th 2015
Alvin Robinson,235.0,245.0,250.0,0.037,Titan FC 28: Brilz vs. Davis,
Gleristone Santos,-315.0,-300.0,-290.0,,nan,May 16th 2014
Alvin Robinson,350.0,485.0,515.0,0.25,Bellator Fighting Championship 78,
Daniel Straus,-530.0,-635.0,-620.0,,nan,Oct 26th 2012
Alvin Robinson,-115.0,100.0,100.0,0.065,UFC 91: Couture vs Lesnar,
Alvin Robinson,130.0,158.0,158.0,0.109,UFC Fight Night 12: Swick vs Burkman,
Alvin Robinson,150.0,145.0,145.0,-0.02,UFC 77: Hostile Territory,
Jorge Gurgel,-170.0,-165.0,-165.0,,nan,Oct 20th 2007
Alvin Robinson,250.0,180.0,180.0,-0.25,UFC 73: Stacked,
Alvin Robinson,,,,,RFA 20: Sanders vs. Mercado,
Fabio Serrao,,,,,nan,Nov 7th 2014
Alvin Robinson,,,,,Ring Of Fire 36,
Anthony Morrison,,,,,nan,Dec 4th 2009
Blood Diamond,200.0,260.0,260.0,0.1669999999999999,UFC 293,
Charlie Radtke,-245.0,-325.0,-325.0,,nan,Sep 9th 2023
Blood Diamond,130.0,142.0,180.0,0.142,UFC 277: Pena vs. Nunes 2,
Jared Vanderaa,-150.0,175.0,188.0,0.405,UFC Fight Night 213,
Jared Vanderaa,-200.0,-240.0,-175.0,-0.0279999999999999,UFC on ESPN: dos Anjos vs. Fiziev,
Jared Vanderaa,115.0,-155.0,-130.0,-0.262,UFC 273,
Jared Vanderaa,250.0,120.0,150.0,-0.535,UFC 271,
Jared Vanderaa,187.0,170.0,170.0,-0.063,UFC Fight Night: Font vs. Aldo,
Azamat Murzakanov,-227.0,-200.0,-200.0,,nan,Dec 4th 2021
Jared Vanderaa,330.0,375.0,440.0,0.143,UFC Fight Night: Dern vs. Rodriguez,
Alexander Romanov,-400.0,-600.0,-510.0,,nan,Oct 9th 2021
Jared Vanderaa,175.0,150.0,165.0,-0.066,UFC Fight Night 188: Font vs. Garbrandt,
Justin Tafa,-205.0,-200.0,-178.0,,nan,May 22nd 2021
Jared Vanderaa,190.0,195.0,225.0,0.061,UFC Fight Night 185: Blaydes vs. Lewis,
Sergey Spivak,-225.0,-265.0,-250.0,,nan,Feb 20th 2021
Jared Vanderaa,-245.0,-303.0,-270.0,-0.04,Dana White's Contender Series 34,
Harry Hunsucker,185.0,230.0,235.0,,nan,Nov 4th 2020
Jared Vanderaa,-300.0,-300.0,-215.0,0.039,LFA 35: Newell vs. Luque,
Vernon Lewis,240.0,165.0,240.0,,nan,Mar 9th 2018
Jared Vanderaa,-140.0,-210.0,-210.0,-0.161,LFA 15: Odoms vs. Vanderaa,
Richard Odoms,100.0,160.0,160.0,,nan,Jun 30th 2017
Jared Vanderaa,,,,,LFA 74: Vanderaa vs. Ferreira,
Bobby Southworth,285.0,310.0,310.0,0.061,Strikeforce: Destruction,
Bobby Southworth,-250.0,-225.0,-225.0,0.031,Strikeforce: Melendez vs Thomson,
Anthony Ruiz,190.0,175.0,175.0,,nan,Jun 27th 2008
Bobby Southworth,,,,,Strikeforce: Four Men Enter One Man Survives,
Bobby Southworth,,,,,Strikeforce At The Mansion,
Bill Mahood,,,,,nan,Sep 29th 2007
Chris Padilla,130.0,180.0,210.0,0.228,UFC,
Rong Zhu,-175.0,-258.0,-230.0,,nan,Sep 7th 2024
James Llontop,-333.0,-500.0,-400.0,,nan,Apr 27th 2024
Chris Padilla,375.0,300.0,300.0,-0.188,CES MMA 49: Andrews vs. Padilla,
Chris Padilla,,,,,Bellator 192: Rampage vs. Sonnen,
Gabriel Green,,,,,nan,Jan 20th 2018
Chris Padilla,,,,,RFA 38: Moises vs. Emmers,
Chris Padilla,,,,,RFA 33: Chavez vs. Townsend,
Mike Segura,,,,,nan,Dec 11th 2015
Dustin Neace,650.0,925.0,1200.0,0.355,Bellator Fighting Championship 81,
Marlon Sandro,-1350.0,-1500.0,-1300.0,,nan,Nov 16th 2012
Dustin Neace,300.0,360.0,360.0,0.13,UFC: The Ultimate Fighter 14 Finale,
Dustin Neace,,,,,Strikeforce: Fedor vs Rogers,
Jeff Curran,,,,,nan,Nov 7th 2009
Jared Cannonier,122.0,210.0,260.0,0.3329999999999999,UFC,
Caio Borralho,-145.0,-350.0,-270.0,,nan,Aug 25th 2024
Jared Cannonier,154.0,100.0,120.0,-0.233,UFC Fight Night 227,
Marvin Vettori,-200.0,-140.0,-124.0,,nan,Jun 17th 2023
Jared Cannonier,-150.0,-125.0,-110.0,0.098,UFC Fight Night 217,
Jared Cannonier,250.0,355.0,460.0,0.307,UFC 276: Adesanya vs. Cannonier,
Jared Cannonier,-136.0,-175.0,-154.0,-0.078,UFC 271,
Jared Cannonier,-240.0,-161.0,-144.0,0.15,UFC on ESPN: Cannonier vs. Gastelum,
Jared Cannonier,-145.0,-125.0,-120.0,0.071,UFC 254: Khabib vs. Gaethje,
Jared Cannonier,160.0,220.0,235.0,0.207,UFC on ESPN+ 18: Hermansson vs. Cannonier,
Jared Cannonier,-150.0,-135.0,-125.0,0.064,UFC 237: Namajunas vs. Andrade,
Jared Cannonier,220.0,250.0,265.0,0.106,UFC 230: Cormier vs. Lewis,
David Branch,-300.0,-333.0,-310.0,,nan,Nov 3rd 2018
Jared Cannonier,160.0,180.0,180.0,0.071,UFC Fight Night 129: Maia vs. Usman,
Jared Cannonier,-215.0,-190.0,-183.0,0.045,UFC on FOX 26: Lawler vs. Dos Anjos,
Jan Blachowicz,165.0,158.0,165.0,,nan,Dec 16th 2017
Jared Cannonier,-380.0,-350.0,-330.0,0.024,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,
Nick Roehrick,260.0,270.0,290.0,,nan,Jul 7th 2017
Jared Cannonier,160.0,190.0,190.0,0.103,UFC 208: Holm vs. de Randamie,
Glover Teixeira,-210.0,-230.0,-225.0,,nan,Feb 11th 2017
Jared Cannonier,150.0,190.0,200.0,0.153,UFC: The Ultimate Fighter 24 Finale,
Ion Cutelaba,-190.0,-235.0,-230.0,,nan,Dec 3rd 2016
Jared Cannonier,-190.0,-135.0,-125.0,0.1369999999999999,UFC Fight Night 86: Rothwell vs. Dos Santos,
Cyril Asker,150.0,105.0,115.0,,nan,Apr 10th 2016
Jared Cannonier,135.0,165.0,170.0,0.123,UFC 182: Jones vs. Cormier,
Charlie Campbell,-192.0,-175.0,-150.0,0.051,UFC,
Trevor Peek,160.0,125.0,145.0,,nan,Apr 6th 2024
Charlie Campbell,-350.0,-556.0,-450.0,-0.078,UFC Fight Night: Grasso vs. Shevchenko 2,
Charlie Campbell,275.0,-550.0,-549.0,-2.173,CFFC,
Josh Streacker,-400.0,350.0,350.0,,nan,Jun 16th 2023
Charlie Campbell,-160.0,-200.0,-180.0,-0.068,DWCS Week 2,
Chris Duncan,140.0,150.0,170.0,,nan,Aug 2nd 2022
Charlie Campbell,-500.0,-2500.0,-1200.0,-0.144,CFFC 107,
Guilherme Dos Santos,375.0,725.0,1260.0,,nan,Apr 15th 2022
Charlie Campbell,-200.0,-355.0,-333.0,-0.1639999999999999,CFFC 104,
Vadim Ogar,160.0,240.0,275.0,,nan,Dec 17th 2021
Charlie Campbell,-200.0,-400.0,-350.0,-0.182,Bellator 262,
Nick Giulietti,160.0,255.0,300.0,,nan,Jul 16th 2021
Charlie Campbell,335.0,105.0,245.0,-0.5820000000000001,Bellator 243: Chandler vs. Henderson 2,
Nainoa Dung,-505.0,-312.0,-125.0,,nan,Aug 7th 2020
Charlie Campbell,,,,,CFFC 93: Huckbody vs. Jeffery,
Cedric Gunnison,,,,,nan,Mar 12th 2021
Cameron Saaiman,105.0,130.0,145.0,0.135,UFC,
Payton Talbott,-125.0,-175.0,-154.0,,nan,Mar 24th 2024
Cameron Saaiman,120.0,-105.0,123.0,-0.033,UFC Fight Night,
Christian Rodriguez,-163.0,-155.0,-115.0,,nan,Oct 14th 2023
Cameron Saaiman,-450.0,-650.0,-549.0,-0.047,UFC 290,
Terrence Mitchell.,350.0,400.0,460.0,,nan,Jul 8th 2023
Cameron Saaiman,-180.0,-300.0,-250.0,-0.136,UFC 285,
Leomana Martinez,155.0,205.0,241.0,,nan,Mar 4th 2023
Cameron Saaiman,-150.0,-351.0,-278.0,-0.2689999999999999,UFC 282,
Steven Koslow,130.0,238.0,275.0,,nan,Dec 10th 2022
Cameron Saaiman,-301.0,175.0,220.0,0.5479999999999999,DWCS Week 5,
Josh Wang-Kim,241.0,-286.0,-210.0,,nan,Aug 23rd 2022
Cameron Saaiman,-175.0,-175.0,-175.0,,EFC Worldwide,
Sindile Manegela,130.0,130.0,130.0,,nan,Jun 4th 2022
Roevan de Beer,140.0,140.0,140.0,,nan,Mar 5th 2022
Cameron Saaiman,-163.0,-185.0,-163.0,-0.025,EFC 85,
Billy Oosthuizen,120.0,120.0,155.0,,nan,May 8th 2021
Rodolfo Vieira,-142.0,-120.0,110.0,0.115,UFC,
Armen Petrosyan,120.0,-130.0,100.0,,nan,Feb 11th 2024
Rodolfo Vieira,-200.0,-250.0,-235.0,-0.063,UFC Fight Night 224,
Cody Brundage,170.0,188.0,205.0,,nan,Apr 29th 2023
Rodolfo Vieira,-175.0,-175.0,-175.0,,UFC Fight Night 215,
Rodolfo Vieira,155.0,-112.0,110.0,-0.281,UFC on ESPN: Tsarukyan vs. Gamrot,
Rodolfo Vieira,-210.0,-250.0,-210.0,-0.026,UFC on ESPN: Makhachev vs. Moises,
Dustin Stoltzfus,180.0,175.0,195.0,,nan,Jul 17th 2021
Rodolfo Vieira,-400.0,-556.0,-470.0,-0.049,UFC 258: Usman vs. Burns,
Rodolfo Vieira,-200.0,-600.0,-500.0,-0.27,UFC 248: Adesanya vs. Romero,
Saparbek Safarov,160.0,375.0,450.0,,nan,Mar 7th 2020
Rodolfo Vieira,-300.0,-225.0,-210.0,0.089,UFC on ESPN+ 14: Shevchenko vs. Carmouche 2,
Oskar Piechota,220.0,175.0,185.0,,nan,Aug 10th 2019
Louis Gaudinot,400.0,385.0,450.0,0.035,UFC 182: Jones vs. Cormier,
Kyoji Horiguchi,-600.0,-525.0,-500.0,,nan,Jan 3rd 2015
Louis Gaudinot,-175.0,-165.0,-165.0,0.022,UFC Fight Night 37: Gustafsson vs. Manuwa,
Louis Gaudinot,120.0,190.0,210.0,0.267,UFC 164: Henderson vs. Pettis II,
Louis Gaudinot,250.0,225.0,245.0,-0.045,UFC on FOX 3: Diaz vs. Miller,
Louis Gaudinot,180.0,205.0,205.0,0.0819999999999999,UFC: The Ultimate Fighter 14 Finale,
Johnny Bedford,-240.0,-225.0,-225.0,,nan,Dec 3rd 2011
Evan Dunham,165.0,145.0,145.0,-0.0819999999999999,UFC Fight Night 137: Santos vs. Anders,
Evan Dunham,-180.0,-145.0,-140.0,0.085,UFC 223: Nurmagomedov vs. Iaquinta,
Olivier Aubin-Mercier,140.0,120.0,125.0,,nan,Apr 7th 2018
Evan Dunham,170.0,187.0,190.0,0.066,UFC 216: Ferguson vs. Lee,
Evan Dunham,-280.0,-340.0,-340.0,-0.049,UFC Fight Night 94: Johnson vs. Poirier,
Rick Glenn,200.0,280.0,280.0,,nan,Sep 17th 2016
Evan Dunham,-180.0,-190.0,-180.0,-0.01,UFC: The Ultimate Fighter 22 Finale: Edgar vs. Mendes,
Evan Dunham,135.0,205.0,205.0,0.23,UFC Fight Night 72: Bisping vs. Leites,
Evan Dunham,-350.0,-705.0,-675.0,-0.123,UFC 182: Jones vs. Cormier,
Rodrigo Damm,250.0,500.0,570.0,,nan,Jan 3rd 2015
Evan Dunham,200.0,250.0,260.0,0.155,UFC Fight Night 45: Cerrone vs. Miller,
Evan Dunham,195.0,200.0,230.0,0.063,UFC 250: Nunes vs. Spencer,
Herbert Burns,-275.0,-270.0,-250.0,,nan,Jun 6th 2020
Evan Dunham,140.0,110.0,115.0,-0.127,UFC 167: St-Pierre vs. Hendricks,
Evan Dunham,140.0,180.0,190.0,0.158,UFC on FX 8: Belfort vs. Rockhold,
Evan Dunham,-115.0,-135.0,-125.0,-0.057,UFC 156: Aldo vs. Edgar,
Evan Dunham,-280.0,-145.0,-125.0,0.22,UFC 152: Jones vs. Belfort,
Evan Dunham,-350.0,-355.0,-355.0,-0.003,UFC on FOX 2,
Nik Lentz,250.0,320.0,320.0,,nan,Jan 28th 2012
Evan Dunham,-400.0,-415.0,-415.0,-0.0069999999999999,UFC Fight Night 25: Battle on the Bayou,
Shamar Bailey,325.0,370.0,370.0,,nan,Sep 17th 2011
Evan Dunham,-240.0,-225.0,-225.0,0.019,UFC Fight Night 23: Fight For The Troops II,
Evan Dunham,-185.0,-178.0,-178.0,0.0139999999999999,UFC 119: Mir vs. Cro Cop,
Sean Sherk,155.0,167.0,167.0,,nan,Sep 25th 2010
Evan Dunham,170.0,168.0,168.0,-0.0069999999999999,UFC 115: Liddell vs. Franklin,
Evan Dunham,215.0,235.0,235.0,0.06,UFC Fight Night 20: Maynard vs Diaz,
Evan Dunham,125.0,150.0,150.0,0.1,UFC 102: Couture vs Nogueira,
Evan Dunham,140.0,130.0,130.0,-0.043,UFC 95: Sanchez vs Stevenson,
Per Eklund,-170.0,-160.0,-160.0,,nan,Feb 21st 2009
Evan Dunham,,,,,PFC 12: High Stakes,
Dustin Akbari,,,,,nan,Jan 22nd 2009
Magomed Mustafaev,-180.0,112.0,125.0,0.29,UFC on ESPN+ 7: Overeem vs. Oleinik,
Rafael Fiziev,140.0,-152.0,-132.0,,nan,Apr 20th 2019
Magomed Mustafaev,110.0,124.0,125.0,0.067,UFC Fight Night 99: Mousasi vs. Hall 2,
Magomed Mustafaev,-280.0,-375.0,-360.0,-0.067,UFC 194: Aldo vs. McGregor,
Magomed Mustafaev,100.0,-125.0,-120.0,-0.103,UFC Fight Night 69: Jedrzejczyk vs. Penne,
Magomed Mustafaev,-425.0,-152.0,-130.0,0.2769999999999999,UFC on ESPN+ 26: Felder vs. Hooker,
Brad Riddell,325.0,110.0,125.0,,nan,Feb 22nd 2020
Gerald Gagon,,,,,Legacy Fighting Championship 20: Prater vs. Ferreira,
Kirk Hubble,,,,,nan,May 31st 2013
Makhmud Muradov,105.0,120.0,145.0,0.1159999999999999,UFC Fight Night,
Aliaskhab Khizriev,-138.0,-175.0,-145.0,,nan,Feb 4th 2024
Makhmud Muradov,-275.0,-400.0,-325.0,-0.068,UFC 292,
Makhmud Muradov,170.0,170.0,197.0,0.032,UFC 281,
Makhmud Muradov,-235.0,-714.0,-525.0,-0.233,UFC on ESPN: Barboza vs. Chikadze,
Makhmud Muradov,155.0,-230.0,-175.0,-0.708,UFC 257: Poirier vs. McGregor 2,
Andrew Sanchez,-185.0,150.0,190.0,,nan,Jan 23rd 2021
Makhmud Muradov,-260.0,-500.0,-450.0,-0.141,UFC on ESPN 7: Overeem vs. Rozenstruik,
Makhmud Muradov,170.0,-165.0,-152.0,-0.6579999999999999,UFC on ESPN+ 18: Hermansson vs. Cannonier,
Alessio Di Chirico,-230.0,130.0,145.0,,nan,Sep 28th 2019
Makhmud Muradov,-1200.0,-530.0,-530.0,0.089,XFN 11: Back to the O2 Arena,
David Ramirez,600.0,350.0,350.0,,nan,Jun 29th 2018
Mark Kerr,625.0,675.0,675.0,0.065,M-1 Global: Breakthrough,
Mark Kerr,190.0,170.0,170.0,-0.074,YAMMA Pit Fighting,
Oleg Taktarov,-250.0,-215.0,-215.0,,nan,Apr 11th 2008
Alexandre Ferreira,220.0,180.0,180.0,-0.143,UFC 122: Marquardt vs. Okami,
Vladimir Matyushenko,-280.0,-220.0,-220.0,,nan,Nov 13th 2010
Alexandre Ferreira,-120.0,-115.0,-115.0,0.019,DREAM 4,
Alavutdin Gadzhiyev,-110.0,-115.0,-115.0,,nan,Jun 15th 2008
Alexandre Ferreira,-225.0,-215.0,-215.0,0.0139999999999999,IFL: Las Vegas,
Lew Polley,175.0,175.0,175.0,,nan,Feb 29th 2008
Cezar Ferreira,375.0,450.0,750.0,0.2689999999999999,PFL Week 3,
Cezar Ferreira,115.0,125.0,140.0,0.073,PFL 9,
Marthin Hamlet,-145.0,-172.0,-147.0,,nan,Aug 27th 2021
Cezar Ferreira,-115.0,105.0,120.0,0.134,PFL 8,
Cezar Ferreira,-300.0,-600.0,575.0,0.017,PFL 2021 5,
Cezar Ferreira,130.0,162.0,180.0,0.151,UFC on ESPN+ 13: De Randamie vs. Ladd,
Cezar Ferreira,-215.0,-189.0,-179.0,0.051,UFC Fight Night 140: Magny vs. Ponzinibbio,
Ian Heinisch,165.0,154.0,162.0,,nan,Nov 17th 2018
Cezar Ferreira,-110.0,-160.0,-150.0,-0.16,UFC 224: Nunes vs. Pennington,
Cezar Ferreira,-155.0,-265.0,-240.0,-0.179,UFC Fight Night 120: Poirier vs. Pettis,
Cezar Ferreira,110.0,-115.0,-110.0,-0.114,UFC Fight Night 105: Lewis vs. Browne,
Cezar Ferreira,130.0,110.0,110.0,-0.095,UFC Fight Night 100: Bader vs. Nogueira,
Cezar Ferreira,-120.0,-115.0,-110.0,0.027,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,
Cezar Ferreira,130.0,155.0,160.0,0.109,UFC on FOX 19: Evans vs. Teixeira,
Oluwale Bamgbose,-170.0,-185.0,-180.0,,nan,Apr 16th 2016
Cezar Ferreira,220.0,169.0,170.0,-0.185,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,
Cezar Ferreira,-265.0,-360.0,-340.0,-0.071,UFC Fight Night 61: Bigfoot vs. Mir,
Sam Alvey,185.0,280.0,295.0,,nan,Feb 22nd 2015
Cezar Ferreira,-150.0,-310.0,-270.0,-0.239,UFC Fight Night 44: Swanson vs. Stephens,
Andrew Craig,110.0,248.0,260.0,,nan,Jun 28th 2014
Cezar Ferreira,-180.0,-410.0,-380.0,-0.241,UFC Fight Night 38: Shogun vs. Henderson,
C.B. Dollaway,140.0,340.0,340.0,,nan,Mar 23rd 2014
Cezar Ferreira,-240.0,-280.0,-188.0,0.0069999999999999,PFL 2021 2: MacDonald vs. Millender,
Cezar Ferreira,-125.0,-180.0,-165.0,-0.141,UFC Fight Night 32: Belfort vs. Henderson,
Daniel Sarafian,-115.0,150.0,155.0,,nan,Nov 9th 2013
Cezar Ferreira,-430.0,-500.0,-460.0,-0.02,UFC 163: Aldo vs. Jung,
Cezar Ferreira,-280.0,-315.0,-275.0,-0.0139999999999999,UFC 147: Silva vs. Franklin II,
Cezar Ferreira,,,,,Superior Cage Combat 2,
Elvis Mutapcic,,,,,nan,Aug 20th 2011
Lucio Linhares,-115.0,-115.0,-115.0,,Fight Festival 33,
Logan Clark,-125.0,-125.0,-125.0,,nan,Oct 5th 2013
Lucio Linhares,-315.0,-245.0,-245.0,0.064,Cage Warriors Fight Night 4,
Kyle Baker,235.0,185.0,185.0,,nan,Mar 16th 2012
Lucio Linhares,380.0,475.0,475.0,0.165,UFC Fight Night 21: Florian vs. Gomi,
Lucio Linhares,260.0,270.0,270.0,0.027,UFC 107: Penn vs Sanchez,
Lucio Linhares,-130.0,-110.0,-110.0,0.073,M-1 Global: Breakthrough,
Mikhail Zayats,100.0,-120.0,-120.0,,nan,Aug 28th 2009
Mehdi Baghdad,145.0,110.0,119.0,-0.14,UFC Fight Night 90: Dos Anjos vs. Alvarez,
Mehdi Baghdad,210.0,350.0,375.0,0.33,UFC Fight Night 81: Dillashaw vs. Cruz,
Chris Wade,-290.0,-470.0,-450.0,,nan,Jan 17th 2016
Mehdi Baghdad,-210.0,-210.0,-210.0,,RFA 21: Baghdad vs. Juusola,
Zach Juusola,160.0,160.0,160.0,,nan,Dec 5th 2014
Mehdi Baghdad,,,,,RFA 18: Manzanares vs. Pantoja,
Evan Delong,,,,,nan,Sep 12th 2014
Mehdi Baghdad,,,,,MFC 39: No Remorse,
Sean Powers,,,,,nan,Jan 17th 2014
Alex Soto,170.0,200.0,215.0,0.123,UFC on FUEL TV 3: Korean Zombie vs. Poirier,
Francisco Rivera,-215.0,-240.0,-235.0,,nan,May 15th 2012
Alex Soto,320.0,365.0,365.0,0.0969999999999999,UFC 139: Shogun vs. Henderson,
Michael McDonald,-425.0,-410.0,-410.0,,nan,Nov 19th 2011
Alex Soto,,,,,Titan FC 35: Healy vs. Hawn,
Ricky Simon,,,,,nan,Sep 19th 2015
Seth Petruzelli,750.0,550.0,600.0,-0.259,Bellator Fighting Championship 96: King Mo vs. Petruzelli,
Seth Petruzelli,-170.0,-150.0,-150.0,0.047,Bellator Fighting Championship 85,
Jacob Noe,130.0,130.0,140.0,,nan,Jan 17th 2013
Seth Petruzelli,-110.0,110.0,110.0,0.091,Bellator Fighting Championship 68: Sandro Vs. Straus,
Carmelo Marrero,-110.0,-130.0,-120.0,,nan,May 11th 2012
Seth Petruzelli,250.0,250.0,250.0,0.0,Bellator Fighting Championship 48,
Ricco Rodriguez,-325.0,-300.0,-300.0,,nan,Aug 20th 2011
Seth Petruzelli,-110.0,-105.0,-105.0,0.022,UFC 122: Marquardt vs. Okami,
Karlos Vemola,-120.0,-115.0,-115.0,,nan,Nov 13th 2010
Seth Petruzelli,115.0,150.0,150.0,0.14,UFC 116: Lesnar vs. Carwin,
Ricardo Romero,-145.0,-170.0,-170.0,,nan,Jul 3rd 2010
Seth Petruzelli,370.0,370.0,370.0,,EliteXC: Heat,
Seth Petruzelli,,,,,Art Of Fighting 4: Cruz vs Sauer,
Chris Baten,,,,,nan,Aug 22nd 2009
Mike King,165.0,115.0,120.0,-0.216,UFC Fight Night 46: McGregor vs. Brandao,
Mike King,,,,,Championship Fighting Alliance 11: Kyle vs. Wiuff II,
Oscar Delgado,,,,,nan,May 24th 2013
Thiago Tavares,450.0,750.0,950.0,0.421,PFL 9: Playoffs,
Islam Mamedov,-750.0,-1650.0,-1370.0,,nan,Oct 13th 2018
Thiago Tavares,125.0,195.0,195.0,0.237,PFL 2: Firmino vs. Brooks,
Thiago Tavares,130.0,175.0,180.0,0.173,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,
Doo Ho Choi,-170.0,-220.0,-205.0,,nan,Jul 8th 2016
Thiago Tavares,135.0,145.0,160.0,0.071,UFC Fight Night 77: Belfort vs. Henderson 3,
Thiago Tavares,-190.0,-145.0,-145.0,0.0969999999999999,UFC Fight Night 68: Henderson vs. Boetsch,
Brian Ortega,150.0,125.0,125.0,,nan,Jun 6th 2015
Thiago Tavares,-165.0,-142.0,-135.0,0.066,UFC Fight Night 47: Bader vs. Saint Preux,
Robbie Peralta,125.0,122.0,125.0,,nan,Aug 16th 2014
Thiago Tavares,-210.0,-270.0,-245.0,-0.064,UFC Fight Night 32: Belfort vs. Henderson,
Justin Salas,160.0,210.0,225.0,,nan,Nov 9th 2013
Thiago Tavares,110.0,175.0,175.0,0.236,UFC on FX 7: Belfort vs. Bisping,
Thiago Tavares,-110.0,-125.0,-125.0,-0.061,UFC 142: Aldo vs. Mendes,
Sam Stout,-120.0,115.0,115.0,,nan,Jan 14th 2012
Thiago Tavares,-210.0,-185.0,-185.0,0.042,UFC 134: Silva vs. Okami,
Spencer Fisher,160.0,170.0,170.0,,nan,Aug 27th 2011
Thiago Tavares,-130.0,105.0,105.0,0.1369999999999999,UFC On Versus 3: Sanchez vs. Kampmann,
Thiago Tavares,-290.0,-280.0,-280.0,0.009,UFC 119: Mir vs. Cro Cop,
Pat Audinwood,230.0,240.0,240.0,,nan,Sep 25th 2010
Thiago Tavares,-260.0,-220.0,-220.0,0.048,UFC Fight Night 20: Maynard vs Diaz,
Thiago Tavares,-120.0,-125.0,-125.0,-0.019,UFC 94: St-Pierre vs Penn 2,
Thiago Tavares,-300.0,-270.0,-270.0,0.027,UFC 88: Breakthrough,
Kurt Pellegrino,235.0,230.0,230.0,,nan,Sep 6th 2008
Thiago Tavares,-475.0,-440.0,-440.0,0.0139999999999999,UFC 85: Bedlam,
Thiago Tavares,-750.0,-650.0,-650.0,0.018,UFC Fight Night 12: Swick vs Burkman,
Michihiro Omigawa,525.0,475.0,475.0,,nan,Jan 23rd 2008
Thiago Tavares,-110.0,125.0,125.0,0.152,UFC 76: Knockout,
Thiago Tavares,,,,,PFL 5: High vs. Schulte,
Arthur Estrazulas,,,,,nan,Aug 2nd 2018
Claudio Henrique da Silva,150.0,305.0,325.0,0.3979999999999999,UFC Fight Night 130: Thompson vs. Till,
Claudio Henrique da Silva,100.0,170.0,195.0,0.293,UFC Fight Night 56: Shogun vs. St. Preux,
Claudio Henrique da Silva,150.0,202.0,205.0,0.178,UFC Fight Night 37: Gustafsson vs. Manuwa,
